view,run,removed,degree,strength,largest_component_nodes,components,global_efficiency_loss
validated_no_concept,13,coarse wool,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,14,cultivator,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,15,sugarcane and tobacco cultivation,1,1.0,130,84,-0.0001940934950155071
validated_no_concept,16,the sheep,1,1.0,129,84,0.00028006995869423595
validated_no_concept,17,salt from the lakes in trucks,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,18,butter,2,2.0,129,84,0.0003579126684784689
validated_no_concept,19,cultivator,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,20,tea-caravan,1,1.0,129,84,0.0004264613540259851
validated_no_concept,21,sheep,1,1.0,129,84,0.00028006995869423595
validated_no_concept,22,tea,4,4.0,127,86,0.0012677878285654656
validated_no_concept,23,cash crops and pastoral goods,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,24,"apricots, grain, walnuts, and white radish to trade for salt",1,1.0,130,84,-0.00024413824090594588
validated_no_concept,25,pashm,4,5.0,125,86,0.002407784710931289
validated_no_concept,26,tsakalho salt taxes,1,1.0,129,84,0.0002838969098507005
validated_no_concept,27,tsakalho salt taxes,1,1.0,129,84,0.0002838969098507005
validated_no_concept,28,woolen goods,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,29,tea,4,4.0,127,86,0.0012677878285654656
validated_no_concept,30,salt and wool,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,31,woolen goods,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,32,semi-luxuries like tea and rice,1,1.0,129,84,0.00044118039693478994
validated_no_concept,33,charas,1,1.0,130,84,-0.00019114968643373087
validated_no_concept,34,pashm,4,5.0,125,86,0.002407784710931289
validated_no_concept,35,thousands and thousands of sheep,1,1.0,129,84,0.0002756542458216063
validated_no_concept,36,rice,1,1.0,129,84,0.00027565424582170345
validated_no_concept,37,mandi salt sources,1,1.0,129,84,0.0002751916473301627
validated_no_concept,38,their salt onward to leh,1,1.0,130,84,-0.00024413824090592506
validated_no_concept,39,the sheep,1,1.0,129,84,0.00028006995869423595
validated_no_concept,40,clothes to wear,1,1.0,130,84,-0.00023530681516058943
validated_no_concept,41,"cloth, chinese porcelain cups, and knives",1,1.0,129,84,0.0004264613540259851
validated_no_concept,42,"apricots, grain, walnuts, and white radish to trade for salt",1,1.0,130,84,-0.00024413824090594588
validated_no_concept,43,salt and wool,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,44,wells,2,2.0,130,85,-0.00018379016497921397
validated_no_concept,45,rice,1,1.0,129,84,0.00027565424582170345
validated_no_concept,46,tibetan salt trade,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,47,salt circuit,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,48,woolen goods,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,49,salt and wool,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,50,indian tea,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,51,punjab salt mines,1,1.0,130,84,-0.00024413824090592506
validated_no_concept,52,grain,2,2.0,130,85,-0.0002176439636698696
validated_no_concept,53,tea-caravan,1,1.0,129,84,0.0004264613540259851
validated_no_concept,54,salt from the lakes in trucks,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,55,cash crops and pastoral goods,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,56,tea,4,4.0,127,86,0.0012677878285654656
validated_no_concept,57,yak-caravan,1,1.0,129,84,0.0004264613540259851
validated_no_concept,58,barley,4,4.0,128,85,0.001135204297296133
validated_no_concept,59,tibetan horses,1,1.0,129,84,0.00021418471900656877
validated_no_concept,60,goods,1,1.0,129,84,0.0004264613540259851
validated_no_concept,61,sheep,1,1.0,129,84,0.00028006995869423595
validated_no_concept,62,wooden tubes or buckets,1,1.0,130,84,-0.00022500348512428936
validated_no_concept,63,"their cattle, on their sheep and goats",1,1.0,130,84,-0.00024413824090592506
validated_no_concept,64,woolen goods,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,65,clothes,1,1.0,130,84,-0.0002353068151605478
validated_no_concept,66,pack-horses,2,2.0,128,85,0.0009487771052519023
validated_no_concept,67,salt mining in the punjab,1,1.0,130,84,-0.00024413824090592506
validated_no_concept,68,fish,1,1.0,130,84,-0.00024413824090592506
validated_no_concept,69,tibetan salt trade,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,70,fish,1,1.0,130,84,-0.00024413824090592506
validated_no_concept,71,wool,2,2.0,129,84,0.000297732810185046
validated_no_concept,72,salt and wool,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,73,salt mining in the punjab,1,1.0,130,84,-0.00024413824090592506
validated_no_concept,74,two sheep,1,1.0,129,84,0.0004264613540259851
validated_no_concept,75,tibetan horses,1,1.0,129,84,0.00021418471900656877
validated_no_concept,76,salt pans,1,1.0,130,84,-0.00022647538941520523
validated_no_concept,77,salter water,1,1.0,129,84,0.0002756542458215508
validated_no_concept,78,"agricultural advances, chiefly seed-grain",1,1.0,129,84,0.0002707759344573804
validated_no_concept,79,meat,1,1.0,129,84,0.0002911302680802044
validated_no_concept,80,cloth,2,2.0,129,84,0.000297732810185046
validated_no_concept,81,"apricots, grain, walnuts, and white radish to trade for salt",1,1.0,130,84,-0.00024413824090594588
validated_no_concept,82,yaks and horses,1,1.0,129,84,0.0004264613540259851
validated_no_concept,83,the sheep,1,1.0,129,84,0.00028006995869423595
validated_no_concept,84,distribution of salt,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,85,salt pans,1,1.0,130,84,-0.00022647538941520523
validated_no_concept,86,grains,1,1.0,130,84,-0.00024413824090594588
validated_no_concept,87,horses,1,1.0,130,84,-0.00024413824090592506
validated_no_concept,88,the sheep,1,1.0,129,84,0.00028006995869423595
validated_no_concept,89,thousands and thousands of sheep,1,1.0,129,84,0.0002756542458216063
validated_no_concept,90,cloth,2,2.0,129,84,0.000297732810185046
validated_no_concept,91,rice,1,1.0,129,84,0.00027565424582170345
validated_no_concept,92,salt and wool,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,93,wooden tubes or buckets,1,1.0,130,84,-0.00022500348512428936
validated_no_concept,94,salt pans,1,1.0,130,84,-0.00022647538941520523
validated_no_concept,95,salt and livestock products,2,2.0,130,85,-0.0001734868349429486
validated_no_concept,96,hair,1,1.0,129,84,0.0002911302680802044
validated_no_concept,97,tibetan horses,1,1.0,129,84,0.00021418471900656877
