view,run,removed,degree,strength,largest_component_nodes,components,global_efficiency_loss
validated_trade_only,65,rice,1,1.0,136,68,0.00032916160314368226
validated_trade_only,66,sheep and goats or horses,1,1.0,136,68,0.00045677216225040174
validated_trade_only,67,"10,000 maunds of wood annually",1,1.0,137,68,-0.0002945624257733384
validated_trade_only,68,thousands and thousands of sheep,1,1.0,136,68,0.00032916160314366144
validated_trade_only,69,wells,2,2.0,137,69,-0.00022865352317541499
validated_trade_only,70,salt and livestock products,2,2.0,137,69,-0.0002022899621362262
validated_trade_only,71,foodgrains,3,3.0,137,70,-0.00022677041167262074
validated_trade_only,72,salt and wool,1,1.0,137,68,-0.0002569001957173564
validated_trade_only,73,mining and minerals,1,1.0,136,68,0.0003853044123201324
validated_trade_only,74,coarse wool,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,75,tea,5,5.0,132,71,0.002316977240881035
validated_trade_only,76,mandi rock salt,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,77,tibetan salt,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,78,coarse wool,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,79,chang-luk sheep,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,80,their salt onward to leh,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,81,thousanns of mules,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,82,long dagger,1,1.0,136,68,0.0003397070275593661
validated_trade_only,83,salt production,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,84,foodgrains,3,3.0,137,70,-0.00022677041167262074
validated_trade_only,85,us with fresh meat,1,1.0,136,68,0.00027328342035883024
validated_trade_only,86,tibetan horses,1,1.0,136,68,0.0002172169891314496
validated_trade_only,87,pack-horses,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,88,tibetan rock salt,1,1.0,137,68,-0.0003058610947901108
validated_trade_only,89,wool,3,3.0,134,70,0.0016817092932275776
validated_trade_only,90,salt and wool,1,1.0,137,68,-0.0002569001957173564
validated_trade_only,91,chang-luk sheep,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,92,fish,2,3.0,137,69,-0.0002399521921921735
validated_trade_only,93,long dagger,1,1.0,136,68,0.0003397070275593661
validated_trade_only,94,grain,3,3.0,134,70,0.0013281375817819074
validated_trade_only,95,goose,1,1.0,137,68,-0.0002813806452537579
validated_trade_only,96,tsakhalho: salt production and the preservation of a catholic church,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,97,tsakhalho: salt production and the preservation of a catholic church,1,1.0,137,68,-0.00030586109479011775
validated_trade_only,98,salt and wool,1,1.0,137,68,-0.0002569001957173564
validated_trade_only,99,a young yak,1,1.0,136,68,0.0001848820896688877
validated_trade_only,100,tibetan rock salt,1,1.0,137,68,-0.0003058610947901108
validated_probable_trade_only,1,mandi rock salt,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,2,grain for salt,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,3,the salt from tso kar,1,1.0,156,86,0.00014497917337630978
validated_probable_trade_only,4,barley,5,5.0,153,88,0.0036483150943063605
validated_probable_trade_only,5,chang-luk sheep,2,2.0,155,87,0.0005727703288832958
validated_probable_trade_only,6,clothes,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,7,chang-pa goats,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,8,their salt onward to leh,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,9,buckets,1,1.0,157,86,-0.00020508768435063135
validated_probable_trade_only,10,british capital,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,11,sheep,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,12,gujars and their milk,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,13,dried apricots,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,14,thousands and thousands of sheep,1,1.0,156,86,0.00027005995421375967
validated_probable_trade_only,15,grain-salt-rice circuit,1,1.0,156,86,0.00041357182938765724
validated_probable_trade_only,16,pack-horses,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,17,the salt from this place,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,18,indian tea,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,19,thousands and thousands of sheep,1,1.0,156,86,0.00027005995421375967
validated_probable_trade_only,20,thousanns of mules,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,21,cash crops and pastoral goods,2,2.0,157,87,-0.00015092488645523927
validated_probable_trade_only,22,british capital,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,23,tibetan horses,1,1.0,156,86,0.00018489914714026057
validated_probable_trade_only,24,tea,5,5.0,152,89,0.001819880151898011
validated_probable_trade_only,25,indian salt,2,2.0,157,87,-0.00017671669497686116
validated_probable_trade_only,26,hair,1,1.0,156,86,0.00027306844027701754
validated_probable_trade_only,27,hair,1,1.0,156,86,0.00027306844027701754
validated_probable_trade_only,28,buckets,1,1.0,157,86,-0.00020508768435063135
validated_probable_trade_only,29,british capital,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,30,tibetan salt,2,2.0,157,87,-0.00017671669497686116
validated_probable_trade_only,31,buckets,1,1.0,157,86,-0.00020508768435063135
validated_probable_trade_only,32,the salt from tso kar,1,1.0,156,86,0.00014497917337630978
validated_probable_trade_only,33,barley,5,5.0,153,88,0.0036483150943063605
validated_probable_trade_only,34,indian salt,2,2.0,157,87,-0.00017671669497686116
validated_probable_trade_only,35,"10,000 maunds of wood annually",1,1.0,157,86,-0.00021411481733319554
validated_probable_trade_only,36,mining and minerals,1,1.0,156,86,0.00032101664050004225
validated_probable_trade_only,37,cloth,1,1.0,156,86,0.00024367136120496263
validated_probable_trade_only,38,pashm,4,4.0,147,88,0.003721916524686085
validated_probable_trade_only,39,pack-horses,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,40,wool,3,3.0,154,88,0.001309499425640008
validated_probable_trade_only,41,"their cattle, on their sheep and goats",1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,42,tea,5,5.0,152,89,0.001819880151898011
validated_probable_trade_only,43,tibetan salt,2,2.0,157,87,-0.00017671669497686116
validated_probable_trade_only,44,livestock,2,2.0,156,86,0.0003908571734325267
validated_probable_trade_only,45,mining and minerals,1,1.0,156,86,0.00032101664050004225
validated_probable_trade_only,46,"apricots, grain, walnuts, and white radish to trade for salt",1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,47,"pashm, or 'cashmere",1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,48,buckets,1,1.0,157,86,-0.00020508768435063135
validated_probable_trade_only,49,tibetan salt,2,2.0,157,87,-0.00017671669497686116
validated_probable_trade_only,50,milk,1,1.0,156,86,0.00027306844027701754
validated_probable_trade_only,51,clothes to wear,1,1.0,156,86,0.00017099540412791187
validated_probable_trade_only,52,wells,2,2.0,157,87,-0.0001689791524203746
validated_probable_trade_only,53,chang-pa goats,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,54,thousanns of mules,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,55,the salt from this place,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,56,tibetan horses,1,1.0,156,86,0.00018489914714026057
validated_probable_trade_only,57,british capital,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,58,cash instead of cloth,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,59,tibetan rock salt,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,60,salt beyond their own homes,1,1.0,156,86,0.00017496930085950102
validated_probable_trade_only,61,clothes,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,62,cash crops and pastoral goods,2,2.0,157,87,-0.00015092488645523927
validated_probable_trade_only,63,butter,2,2.0,156,86,0.000346035253030251
validated_probable_trade_only,64,salt production,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,65,buckets,1,1.0,157,86,-0.00020508768435063135
validated_probable_trade_only,66,water of salt lakes,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,67,their salt onward to leh,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,68,goose,1,1.0,157,86,-0.00019941348647587592
validated_probable_trade_only,69,horses,2,2.0,153,87,0.0008308445133732162
validated_probable_trade_only,70,"apricots, grain, walnuts, and white radish to trade for salt",1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,71,horses,2,2.0,153,87,0.0008308445133732162
validated_probable_trade_only,72,coarse wool,1,1.0,156,86,0.0001366014734944035
validated_probable_trade_only,73,tibetan salt,2,2.0,157,87,-0.00017671669497686116
validated_probable_trade_only,74,goose,1,1.0,157,86,-0.00019941348647587592
validated_probable_trade_only,75,goods,1,2.0,156,86,0.0003655560791899215
validated_probable_trade_only,76,salt beyond their own homes,1,1.0,156,86,0.00017496930085950102
validated_probable_trade_only,77,long dagger,1,1.0,156,86,0.0002772816605998221
validated_probable_trade_only,78,salt mines,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,79,porcelain cups,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,80,woolen goods,1,1.0,157,86,-0.0001883230088115806
validated_probable_trade_only,81,chang-luk sheep,2,2.0,155,87,0.0005727703288832958
validated_probable_trade_only,82,tea,5,5.0,152,89,0.001819880151898011
validated_probable_trade_only,83,salt market,1,1.0,157,86,-0.00019090218966374278
validated_probable_trade_only,84,pack-horses,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,85,grain,3,3.0,154,88,0.001046389482864396
validated_probable_trade_only,86,long dagger,1,1.0,156,86,0.0002772816605998221
validated_probable_trade_only,87,grain for salt,1,1.0,157,86,-0.00022185235988967517
validated_probable_trade_only,88,grain or dried apricots,1,1.0,156,86,0.00017496930085950102
validated_probable_trade_only,89,pack-horses,1,1.0,157,86,-0.0002218523598896821
validated_probable_trade_only,90,"10,000 maunds of wood annually",1,1.0,157,86,-0.00021411481733319554
validated_probable_trade_only,91,chang-luk sheep,2,2.0,155,87,0.0005727703288832958
validated_probable_trade_only,92,mining and minerals,1,1.0,156,86,0.00032101664050004225
validated_probable_trade_only,93,tibetan salt,2,2.0,157,87,-0.00017671669497686116
validated_probable_trade_only,94,butter,2,2.0,156,86,0.000346035253030251
validated_probable_trade_only,95,long dagger,1,1.0,156,86,0.0002772816605998221
validated_probable_trade_only,96,four horses,1,1.0,156,86,0.00010536714676343678
validated_probable_trade_only,97,salt and wool,1,1.0,157,86,-0.0001883230088115806
validated_probable_trade_only,98,salt beyond their own homes,1,1.0,156,86,0.00017496930085950102
validated_probable_trade_only,99,buckets,1,1.0,157,86,-0.00020508768435063135
validated_probable_trade_only,100,water of salt lakes,1,1.0,157,86,-0.0002218523598896821
