node,weighted_degree,weighted_in_degree,weighted_out_degree,pagerank,betweenness,closeness,eigenvector
the immediate vicinity of leh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the immense river system of which this is the central artery,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the indian polo association,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the indus,3.0,0,3.0,0.00020559983644291994,0.0,0.0,8.345474291697066e-42
the invaders,1.0,1.0,0,0.00037980434037212905,0.0,0.0005403782647853497,8.20289447718625e-34
the invasion of tibet,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the jesuits,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the kabul,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.5968945207374223e-36
the kargil festival of 1995,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the kesar saga,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"the ketuk-chenmo itself, the spacious roof",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"the khardung-la, the saser-la, and the sanju-la",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the king,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.818261828826402e-42
the kulu style,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
the ladakh scouts,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the ladakhi king,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the ladakhi language,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
the ladakhi women,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the lama's living quarters,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.1726650301906159e-08
the lamas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the landscape all around,1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,7.350706401599352e-32
the largely ladakhi membership of the seminar,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the last lama,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the leh autonomous hill development council,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the leh polo club,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the lo-pchak mission,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the local unit,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the magpie,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0045827321373169885
the main bazaar,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the main road,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the main shrine's walls,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the mantle to,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the men,6.0,0,6.0,0.00020559983644291994,0.0,0.0,0.005185197623276922
the mighty ranges head on,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the missionaries,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the modern world,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the monks,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the muslim community of leh area,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the muslims,1.0,1.0,0,0.0002886473672143272,0.0,0.0004002801961372961,3.004706926740542e-39
the now-deserted palace,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the old institutional links,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the old kingdom,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the opportunity to make war on guge,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the package on offer,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
the paintings,1.0,1.0,0,0.0003548253819563675,0.0,0.0010507355148604023,7.509552051161018e-30
"the paintings, as soon as they show signs of becoming shabby, are replaced",1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,4.893081202719235e-38
the palace,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the panjnad,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.5968945207374223e-36
the pattern of whose houses,1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,7.350706401599352e-32
the people,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the people of leh district,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the people of the high-altitude villages,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the population of central ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the practice of the tibetan dynasties,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the presence of the army,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the product of a long blending of different races,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the propitious time and manner for starting any enterprise,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
the radhu family,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the rarefaction of the air,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the reality of human nature,1.0,1.0,0,0.0006850381029364025,0.0,0.0008313511765928457,3.187096673930254e-05
the recent establishment of colleges,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the red-billed chough,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.893081202719235e-38
the reformed monastic order of the ge-lugs-pa,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,1.0091069647935008e-36
the religion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the rest of the world,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
the rest of their army beyond the chang-la,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,3.7299108574509654e-37
the rinpoche,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the river,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the river valleys — up the shayok and down the yarkand river,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the rivers were bridged with jhoolas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the road,5.0,1.0,4.0,0.0003722186507889732,1.0818383679386382e-06,0.0004503152206544581,3.525644112132759e-07
the rock itself,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the route,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"the route down to kulu valley and the punjab, via the tag-lang, lunga-lacha, bara-lacha and rohtang passes",1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,7.350706401599352e-32
the salt from here,1.0,1.0,0,0.00022743643402492925,0.0,0.0003002101471029721,2.297905621513434e-06
the salt from this place,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the salt from tso kar,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
the sanctuary of india,1.0,1.0,0,0.0010705405879150697,0.0,0.008793139820116114,9.186202822055933e-05
the sand grouse,1.0,0,1.0,0.00020559983644291994,0.0,0.0,7.867560346073668e-40
the sand plover,1.0,0,1.0,0.00020559983644291994,0.0,0.0,7.867560346073668e-40
the sea near karachi,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
the second son of a polyandrous marriage,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the shayok,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.5968945207374223e-36
the shepherds,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
the silk route,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the snow-cock,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.893081202719235e-38
the sparrow,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0045827321373169885
the spirit,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
the sun,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the superintendent of the east india company's military stud,1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,0.0039326050462470475
the system from the bottom up,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the system of having lammas complete their studies in the various monasteries there,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the system of polyandry,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the teachings of padmasambhava,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the temple,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
the temple and ruined fort,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the tented camp in which they were accommodated,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the thousand buddhas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the tibetan authorities,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the tibetan or black-necked crane,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the tibetan plateau,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the tibetan raven,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.893081202719235e-38
the time of the monastery's foundation,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the tiny chapel,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the tourism department,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the tourist trade,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the trade created,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the traffic along this route,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the translation of the scriptures,2.0,2.0,0,0.00046763900742703154,0.0,0.0006004202942059442,6.858679602020341e-43
the triennial lo-pchak mission,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the tsarap river,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
the vajrayana in its original setting,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
the valley,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"the variety of human types he sees in the bazaar with visitors from tiruchirapalli, tokyo, abidjan, and aberdeen",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
the vehicle of the thunderbolt,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
the villages of turtuk and bogdang,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.004049143008476477
the villages on the south side of the stod river,1.0,1.0,0,0.0002864979374360122,0.0,0.0004002801961372961,0.0003409771176363943
the visitor to ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
the warriors of the mythical kingdom of shambha-la do battle with the invader,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
the water,1.0,1.0,0,0.0002803031431432973,0.0,0.0007505253677574302,0.0002921608758152379
the west,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,0.0004239010916938891
the zanskar range and stok kangri,1.0,1.0,0,0.0002926985072998085,0.0,0.00240713954313474,0.0045827321373169885
the zanskar trek,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,1.494443973605717e-33
their amazing journey,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
their buddhism,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
their customs,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
their hosts,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
their own life and culture,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
their performance,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
their religious education,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.50633880782893e-41
their salt onward to leh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
their sole garment,1.0,1.0,0,0.000325207811822821,0.0,0.0005403782647853497,1.725540092270093e-07
their villages,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
them,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,0.00376384452862787
theodore and kermit roosevelt,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
there and in villages along the route,1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,2.3238761049694026e-06
there are no indications that it has led to a decrease in the size of holdings beyond the point at which they can be worked economically,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
there is actually much room for improvement,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
these families,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
these poems,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
these societies,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
these traditional religious ceremonies,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
they,10.0,0,10.0,0.00020559983644291994,0.0,0.0,2.349581818620451e-31
thirty metres above the village,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
thirty or forty cups a day,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
this animal,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
this bleak lunar landscape,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
this important nutrient,1.0,1.0,0,0.00021903774264723334,0.0,0.0003002101471029721,6.362396377966684e-05
this study,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
this system,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
this too,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
thomas thomson and henry strachey,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.5676266813030938e-40
thomson,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
thorn thickets and hedged fields,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,4.5790314005722894e-06
those at dras,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
those from other families,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
those in or near gompas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
those interested in spotting animals,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
those of the tibetan-descended population of those areas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
those who stay at the camp,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
though the appearance of it lingered on for another 150 years,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
thousands and thousands of sheep,1.0,1.0,0,0.00021903774264723334,0.0,0.0003002101471029721,6.362396377966684e-05
threadbare cap,1.0,1.0,0,0.00021479419331955544,0.0,0.0003002101471029721,0.004194634400455215
three communities,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
three months or so,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
three of the passes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
three temples,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
three tonnes,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
three years,1.0,1.0,0,0.0004300899991073972,0.0,0.0004503152206544581,4.506338807828932e-41
"three years, and finally repulsed only when a relief army advanced from kashmir in response to an appeal from deldan",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
threshing barley,1.0,1.0,0,0.00036309717887247455,0.0,0.0005403782647853497,6.301443127371564e-34
throne,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
through ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
through mantle,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,2.087107522821193e-06
"throughout kashmir and ladak, iskardo",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibet,24.0,11.0,13.0,0.0016272048495410943,0.0005515121846553848,0.020167143634927016,0.066935166718584
tibet baqals,4.0,1.0,3.0,0.00021807789220406812,9.015319732821984e-08,0.0003002101471029721,0.009173733044684199
tibet from nepal and indian subcontinent,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibet's salt lakes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0007734056288991788
"tibet, central asia and mongolia than with india",1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
tibet_as_the_kailash_range,1.0,1.0,0,0.0002421867775779404,0.0,0.0004503152206544581,2.193789486351934e-05
tibetan,2.0,1.0,1.0,0.0002926985072998085,1.8932171438926166e-06,0.00240713954313474,0.004607314578041725
tibetan amchi system,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan and mongol armies,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.00376384452862787
tibetan antelope,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.004365924702014504
tibetan antelope or chiru,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
tibetan argali or nayan,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
tibetan aristocracy,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan army,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
tibetan art,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibetan authorities,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,0.0004239010916938891
tibetan border,2.0,1.0,1.0,0.00043335595928412974,4.507659866410992e-07,0.0008339170752860336,0.0003164414446980246
tibetan buddhism,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
tibetan buddhist literature,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
tibetan changpas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0007734056288991788
tibetan connection,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
tibetan cultural area,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan dynasty,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.05151402154420503
tibetan forms wholesale,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibetan gazelle,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibetan gazelle or goa,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.05151402154420503
tibetan herdspeople,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.818261828826402e-42
tibetan high plateau and dolpo,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0007734056288991788
tibetan horses,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.071368803281515e-05
tibetan influence,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan name of brahmaputra,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibetan or nepali merchants,1.0,0,1.0,0.00020559983644291994,0.0,0.0,6.301443127371564e-34
tibetan partners,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0007734056288991788
tibetan partridge,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.738887047182311e-34
tibetan peoples,2.0,0,2.0,0.00020559983644291994,0.0,0.0,3.169908428638643e-05
tibetan plateau,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
tibetan pontiffs,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.00030795419819235563
tibetan population,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan refugee camp at choglamsar,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan refugee settlement,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
tibetan refugees,2.0,1.0,1.0,0.0010198396925293791,1.3252520007248317e-05,0.010815072634756525,0.0012572801072119508
tibetan roads,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan salt and pastoral products,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan sandgrouse,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.738887047182311e-34
tibetan schools,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibetan script,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibetan shepherds,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan snow-cock,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.738887047182311e-34
tibetan style,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan system,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan system of fraternal polyandry,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tibetan tradition,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetan wolf,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
tibetanization,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tibetans,5.0,0,5.0,0.00020559983644291994,0.0,0.0,8.796228153165432e-37
tibetans now living in ladakh as refugees,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tier upon tier,1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,7.350706401599352e-32
tikse,9.0,0,9.0,0.00020559983644291994,0.0,0.0,0.05356671223308492
tikse and likir,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.6478647730883835e-36
tikse man,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tilopa,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
time and effort,1.0,1.0,0,0.00021807789220406812,0.0,0.0003002101471029721,0.0003929369851772676
times,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tingmosgang treaty,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
tiny minority,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
tiny villages,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
title,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to be found in virtually every village of ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to celebrate every goal,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to christianity,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,4.2388971119941726e-43
to ensure once and for all control of the whole pashm trade from its very source,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to form a new community with its own characteristics,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to give them a voice as a distinct community,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to involve local communities,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to islam,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
to keep polo alive in the leh region,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
to lahore,1.0,1.0,0,0.0002886473672143272,0.0,0.0004002801961372961,1.381436199924016e-07
to laying the foundation of ladakh studies,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
to leh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to live there for some years,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,4.2388971119941726e-43
to one or other of the monastic orders of central tibet,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to proceed immediately to tsaparang and investigate the situation,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to queries on bird life,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to see paintings or images,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to the fountainhead of their faith,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to the point,1.0,1.0,0,0.00021479419331955544,0.0,0.0003002101471029721,0.004194634400455215
to the smallest details,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
to the strains of surna and daman,1.0,1.0,0,0.0002864979374360122,0.0,0.0004002801961372961,4.893081202719235e-38
to the visitor with a powerful torch,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
to this day,2.0,2.0,0,0.0004385235439843525,0.0,0.0006004202942059442,6.372925458683853e-41
to zorawar,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
today,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
today's motor road,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
